ml_review_id,item_id,confidence,product_id,product_name,product_url,customer_name,customer_email,rating,title,comment,status,verified_purchase,created_at,image_urls
2588391556,MLA1371135180,high,198441668,Bombacha Lupo de Algodón,https://multilupo.com.ar/productos/bombacha-algodon-lupo-40351/,Cliente Mercado Libre,ml-review-2588391556@import.lupo.local,5,Excelente,"Excelente. El producto es excelente, tanto en su concepto como confección.",approved,True,2025-12-08T13:45:33Z,[]
1681197049,MLA1371135180,high,198441668,Bombacha Lupo de Algodón,https://multilupo.com.ar/productos/bombacha-algodon-lupo-40351/,Cliente Mercado Libre,ml-review-1681197049@import.lupo.local,5,Excelente,"Excelente. Excelente calidad, tela súper suave al tacto. M gustó mucho, lo volvería a comprar.",approved,True,2024-12-08T22:33:01Z,[]
981533885,MLA1371135180,high,198441668,Bombacha Lupo de Algodón,https://multilupo.com.ar/productos/bombacha-algodon-lupo-40351/,Cliente Mercado Libre,ml-review-981533885@import.lupo.local,5,Excelente,Excelente. Excelente calidad.,approved,True,2024-02-05T12:34:28Z,[]
2932453738,MLA767951057,high,239449810,Vedetina Lupo Algodón Pack x2 40354-01 Mujer,https://multilupo.com.ar/productos/vedetina-algodon-lupo-40354-pack-por-2-unidades/,Cliente Mercado Libre,ml-review-2932453738@import.lupo.local,5,Excelente,Excelente. Muy cómodas. Al primer lavado quedaron como las recibí.,approved,True,2026-05-28T11:44:05Z,[]
2674644812,MLA767951057,high,239449810,Vedetina Lupo Algodón Pack x2 40354-01 Mujer,https://multilupo.com.ar/productos/vedetina-algodon-lupo-40354-pack-por-2-unidades/,Cliente Mercado Libre,ml-review-2674644812@import.lupo.local,5,Excelente,Excelente. La calidad es excelente. Material un 10. Talla correcta.,approved,True,2026-01-11T12:44:30Z,[]
1476469355,MLA1423140364,high,198442636,Slip Lupo Algodón Talles Plus 554-03,https://multilupo.com.ar/productos/slip-algodon-lupo-modelo-554-02-talles-grandes-hasta-xxxl/,Cliente Mercado Libre,ml-review-1476469355@import.lupo.local,5,Excelente,"Excelente. El talle esta bien, pero para mi el tiro es corto, no todos los gordos somos iguales, parezco plomero, ando mostrando la raya.",approved,True,2024-09-14T12:06:04Z,[]
980084764,MLA1423140364,high,198442636,Slip Lupo Algodón Talles Plus 554-03,https://multilupo.com.ar/productos/slip-algodon-lupo-modelo-554-02-talles-grandes-hasta-xxxl/,Cliente Mercado Libre,ml-review-980084764@import.lupo.local,5,Excelente,Excelente. Genial.,approved,True,2024-02-03T14:16:24Z,[]
3058698814,MLA2506644200,high,303580067,Corpiño Lupo Microfibra Deportivo Sin Costuras Taza Soft Removible,https://multilupo.com.ar/productos/corpino-deportivo-sin-costuras-con-taza-soft-removible-lupo-41902-muhov/,Cliente Mercado Libre,ml-review-3058698814@import.lupo.local,5,Excelente,"Excelente. Me gusto, muy comodo.",approved,True,2026-08-07T15:59:13Z,[]
2983307575,MLA2506644200,high,303580067,Corpiño Lupo Microfibra Deportivo Sin Costuras Taza Soft Removible,https://multilupo.com.ar/productos/corpino-deportivo-sin-costuras-con-taza-soft-removible-lupo-41902-muhov/,Cliente Mercado Libre,ml-review-2983307575@import.lupo.local,5,Excelente,Excelente. Simple cómodo.,approved,True,2026-07-01T15:34:42Z,[]
2728662739,MLA661780359,high,198443955,Boxer Largo Lupo Bermuda Micromodal Sin Costuras Hombre,https://multilupo.com.ar/productos/boxer-largo-bermuda-lupo-mod-674-micromodal-sin-costuras/,Cliente Mercado Libre,ml-review-2728662739@import.lupo.local,5,Excelente,"Excelente. Son los únicos boxer que uso! son súper duraderos, cómodos, no molestas, no se bajan , no se suben, no aprietan, no se corren, no dan calor demás, para actividades deportivas o mirar netflix.",approved,True,2026-02-11T00:52:56Z,[]
950644793,MLA661780359,high,198443955,Boxer Largo Lupo Bermuda Micromodal Sin Costuras Hombre,https://multilupo.com.ar/productos/boxer-largo-bermuda-lupo-mod-674-micromodal-sin-costuras/,Cliente Mercado Libre,ml-review-950644793@import.lupo.local,5,Excelente,"Excelente. Lo que conocen lupo, metalen con confianza.",approved,True,2024-01-21T20:16:58Z,[]
2748205005,MLA661780359,high,198443955,Boxer Largo Lupo Bermuda Micromodal Sin Costuras Hombre,https://multilupo.com.ar/productos/boxer-largo-bermuda-lupo-mod-674-micromodal-sin-costuras/,Cliente Mercado Libre,ml-review-2748205005@import.lupo.local,5,Excelente,Excelente. Esta marca siempre tiene muy buena calidad el talle se condice y son muy cómodos y durablesesta marca siempre tiene muy buena calidad el talle se condice y son muy cómodos y durables.,approved,True,2026-02-21T10:00:25Z,[]
2508800808,MLA661780359,high,198443955,Boxer Largo Lupo Bermuda Micromodal Sin Costuras Hombre,https://multilupo.com.ar/productos/boxer-largo-bermuda-lupo-mod-674-micromodal-sin-costuras/,Cliente Mercado Libre,ml-review-2508800808@import.lupo.local,5,Excelente,Excelente. Muy cómodos y no molesta nada.,approved,True,2025-11-13T01:02:46Z,[]
3071107461,MLA661780359,high,198443955,Boxer Largo Lupo Bermuda Micromodal Sin Costuras Hombre,https://multilupo.com.ar/productos/boxer-largo-bermuda-lupo-mod-674-micromodal-sin-costuras/,Cliente Mercado Libre,ml-review-3071107461@import.lupo.local,5,Excelente,Excelente. Son muy cómodos e imperceptibles a la piel.,approved,True,2026-08-19T11:02:08Z,[]
13414616,MLA663184844,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-13414616@import.lupo.local,5,Excelente,"Excelente. Muy buen producto, conocia la confeccion con anterioridad y es muy b uen producto.",approved,True,2017-09-04T08:06:57Z,[]
2861920886,MLA663184844,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-2861920886@import.lupo.local,5,Excelente,Excelente. Tela: buena. Calce: bueno. Bueno.,approved,True,2026-04-21T04:16:14Z,[]
3059830613,MLA663184844,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-3059830613@import.lupo.local,5,Excelente,"Excelente. Tela: suave, de calidad. Calce: muy comodo. Seguiré comprando este producto, muy bueno.",approved,True,2026-08-13T16:25:54Z,[]
2951633341,MLA663184844,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-2951633341@import.lupo.local,5,Excelente,Excelente. Excelente calidad.,approved,True,2026-06-12T01:17:31Z,[]
2941458166,MLA663184844,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-2941458166@import.lupo.local,4,Muy bueno,Muy bueno. Buen producto. Como lo esperaba.,approved,True,2026-06-01T19:29:19Z,[]
731010691,MLA674490127,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA674490127,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA674490127,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA674490127,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA674490127,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA1789701607,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA1789701607,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA1789701607,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA1789701607,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA1789701607,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA1789701603,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA1789701603,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA1789701603,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA1789701603,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA1789701603,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA3079518466,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA3079518466,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA3079518466,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA3079518466,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA3079518466,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA1713433509,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA1713433509,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA1713433509,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA1713433509,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA1713433509,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA3079518468,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA3079518468,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA3079518468,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA3079518468,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA3079518468,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA1789701605,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA1789701605,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA1789701605,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA1789701605,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA1789701605,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
731010691,MLA1789701601,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-731010691@import.lupo.local,5,Excelente,Excelente. Tengo 117 de cadera y me quedo un m. Son suaves y resacas. No se. Mueven. Las. Amo.,approved,True,2023-10-18T19:24:43Z,[]
94186009,MLA1789701601,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-94186009@import.lupo.local,5,Excelente,"Excelente. Es muy cómodo y genial. Es perfecto para el uso, debajo de vestidos.",approved,True,2021-01-28T05:57:36Z,[]
1487176484,MLA1789701601,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-1487176484@import.lupo.local,5,Excelente,"Excelente. Me encantó, divino.",approved,True,2024-09-17T14:17:17Z,[]
2703573732,MLA1789701601,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-2703573732@import.lupo.local,5,Excelente,Excelente. Hace muchos años que los uso no es fácil conseguirlos. Por suerte esta la tienda oficial que te atiende super bien. Son muy cómodos ajustan pero no aprietan y duran años.,approved,True,2026-01-24T00:14:01Z,[]
3050135800,MLA1789701601,high,198569282,Bermuda Lupo Antiroce Microfibra,https://multilupo.com.ar/productos/bermuda-antiroce-microfibra-lupo-art-41805/,Cliente Mercado Libre,ml-review-3050135800@import.lupo.local,5,Excelente,Excelente. Muy buena calidad. Es sumamente cómodo no se enrrolla para nada.,approved,True,2026-08-03T10:42:25Z,[]
3051408959,MLA674500213,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-3051408959@import.lupo.local,5,Excelente,Excelente. Voy a comprar nuevamente! hermosk!!.,approved,True,2026-08-09T19:16:00Z,[]
2975661153,MLA674500213,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-2975661153@import.lupo.local,5,Excelente,"Excelente. La prenda es exelente¡¡¡ calidad , textura, es perfecta. Lastima el ingeniero de la nasa que le pone una etiqueta de papel arriba de la microfibra, cuando la sacas te queda todo el pegote de la etiqueta, un sub normal. Sale con unas gotitas de aceite de cosina lo frotas suave lo lavas y listo te queda como te tendria que haber llegado.",approved,True,2026-06-26T03:02:29Z,[]
2588390902,MLA674500213,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-2588390902@import.lupo.local,5,Excelente,"Excelente. El producto es excelente, tanto en su concepto como confección.",approved,True,2025-12-08T13:45:07Z,[]
1962596586,MLA674500213,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-1962596586@import.lupo.local,4,Muy bueno,Muy bueno. Sin comentarios.,approved,True,2025-03-31T23:20:00Z,[]
1891843900,MLA674500213,high,353605686,Boxer Lupo Microfibra Sin Costuras,https://multilupo.com.ar/productos/boxer-lupo-microfibra-sin-costuras-modelo-671-003/,Cliente Mercado Libre,ml-review-1891843900@import.lupo.local,5,Excelente,Excelente. Súper cómodos. Excelente calidad. Los uso para dormir.,approved,True,2025-03-01T18:57:57Z,[]
2644920823,MLA674494735,high,198569537,Corpiño Lupo Control Top Sin Costura Mujer,https://multilupo.com.ar/productos/corpino-control-top-lupo-47180-sin-costura/,Cliente Mercado Libre,ml-review-2644920823@import.lupo.local,4,Muy bueno,Muy bueno. Que no se ajusta a los talles.,approved,True,2026-01-02T01:45:20Z,[]
2895393403,MLA674494735,high,198569537,Corpiño Lupo Control Top Sin Costura Mujer,https://multilupo.com.ar/productos/corpino-control-top-lupo-47180-sin-costura/,Cliente Mercado Libre,ml-review-2895393403@import.lupo.local,5,Excelente,Excelente. Super cómodos y excelente calidad.,approved,True,2026-05-13T20:22:09Z,[]
